party_id,party_name,party_description
PP6337,Citizens Action Party,Winstanley Citizens Action
PP6337,Citizens Action Party,Hindley Citizens Action
PP6337,Citizens Action Party,Atherton and Tyldesley Citizens Action
PP6337,Citizens Action Party,Stockport Citizens Action
PP416,Pensions Action Alliance,
PP606,mums4justice,
PP764,Best of a Bad Bunch,
PP764,Best of a Bad Bunch,Best of a Bad Bunch
PP764,Best of a Bad Bunch,Injecting some decency into politics
PP858,The Better Britain Party,
PP858,The Better Britain Party,A Better Britain for all
PP858,The Better Britain Party,Better bring back National Service
PP858,The Better Britain Party,Better beat the Benefits culture
PP858,The Better Britain Party,Better NOT tolerate anti social behaviour
PP858,The Better Britain Party,Better rewrite our Immigration policies
PP858,The Better Britain Party,Better give ALL children a chance
PP858,The Better Britain Party,Better ban Political Correctness
PP858,The Better Britain Party,Better protect Public Services
PP858,The Better Britain Party,Better balance the budget
PP858,The Better Britain Party,Better build more houses
PP858,The Better Britain Party,Better for Business
PP858,The Better Britain Party,Better cut Taxes
PP1756,Commonwealth National Party,
PP1756,Commonwealth National Party,Voice of Liberation
PP1756,Commonwealth National Party,Unity in Strength
PP2141,New Deal,
PP2141,New Deal,The Party of the Centre Left
PP6364,Southampton Independents,
PP6364,Southampton Independents,Putting Southampton First
PP6364,Southampton Independents,Putting You and Your Area First
PP6364,Southampton Independents,Putting Portswood and Highfield First
PP6364,Southampton Independents,Putting Bevois First
PP6364,Southampton Independents,Putting Shirley First
PP6364,Southampton Independents,Putting Bassett First
PP6364,Southampton Independents,Putting Swaythling First
PP6364,Southampton Independents,Southampton Test Independents
PP6364,Southampton Independents,Southampton Itchen Independents
PP6364,Southampton Independents,"Putting Millbrook, Redbridge and Maybush First"
PP6364,Southampton Independents,"Putting Freemantle, Millbrook, Regents Park First"
PP6364,Southampton Independents,Southampton Independents Putting You First
PP6383,The Rubbish Party,
PP6408,Movement For Consensus,
PPm6410,Independents for Seaford,
PP6415,Harlow Alliance Party,
PP6415,Harlow Alliance Party,The Harlow Alliance Party
PP6415,Harlow Alliance Party,Alliance Party of Harlow
PP6415,Harlow Alliance Party,The Alliance Party of Harlow
PP6415,Harlow Alliance Party,Harlow Alliance Party (People's Initiative)
PP6415,Harlow Alliance Party,Harlow Residents Alliance Party
PP6415,Harlow Alliance Party,Harlow Action Alliance Party
PP6415,Harlow Alliance Party,Alliance Party For Harlow
PP6415,Harlow Alliance Party,The Alliance Party For Harlow
PP6415,Harlow Alliance Party,Harlow Alliance Party People's Initiative (H.A.P.P.I.)
PP6453,Heavy Woollen District Independents,
PP6453,Heavy Woollen District Independents,Dewsbury Borough Independents — Heavy Woollen District
PP6453,Heavy Woollen District Independents,Batley Borough Independents — Heavy Woollen District
PP6453,Heavy Woollen District Independents,Spen Valley Independents — Heavy Woollen District
PP6453,Heavy Woollen District Independents,Mirfield Independents — Heavy Woollen District
PP6453,Heavy Woollen District Independents,Cleckheaton Independents — Heavy Woollen District
PP6453,Heavy Woollen District Independents,Liversedge and Gomersal Independents (Heavy Woollen)
PP6453,Heavy Woollen District Independents,Birstall and Birkenshaw Independents (Heavy Woollen)
PP6453,Heavy Woollen District Independents,Heavy Woollen Independents — your local choice
PP6453,Heavy Woollen District Independents,The Local Independents — Heavy Woollen District
PP6453,Heavy Woollen District Independents,The Local Heavy Woollen Independents
PP6453,Heavy Woollen District Independents,Local Heavy Woollen Independent for MP
PP6453,Heavy Woollen District Independents,Heckmondwike and Norristhorpe Independents (Heavy Woollen)
PP6472,The People's Revolution Party,
PPm6516,Community Minded Supporters Group,
PP6528,Garforth and Swillington Independents Party,
PP298,Firefighters Against Cuts,
PP546,The Independent Voice of Longford,
PP553,Save Huddersfield N.H.S.,
PP611,Middlesbrough Independents,
PP623,women4theworld,
PP806,Anti-Political Political Party,
PP806,Anti-Political Political Party,Anti-Political Political Party
PP806,Anti-Political Political Party,Appy Party
PP806,Anti-Political Political Party,APPP
PP806,Anti-Political Political Party,APPParty
PP813,People's Front of Liberation Tigers,
PP813,People's Front of Liberation Tigers,Liberation struggle of Eelam Tamils
PP813,People's Front of Liberation Tigers,British Tamil Tigers
PP813,People's Front of Liberation Tigers,British Eelam Tamil Tigers
PP813,People's Front of Liberation Tigers,Eelam Liberation Tigers
PP813,People's Front of Liberation Tigers,Liberation Tigers of Eelam
PPm1832,True Brits,
PPm1832,True Brits,True Britons
PPm1832,True Brits,True British
PP2119,21st Century Democracy,
PP2119,21st Century Democracy,Bringing Democracy to the People
PP6387,Money Free Party,
PP6387,Money Free Party,Money Free Party intelligent resource management
PP6387,Money Free Party,Money Free Party resources shared equitably
PP6387,Money Free Party,Societal advancement with Money Free Party
PP81,Direct Customer Service Party,
PP144,The Chaos Party,
PP214,The Fat Cat Party,
PP384,Scottish Wind Watch,
PP473,Operation Sundial,
PP651,The Anti-Trident Party,
PP719,1st Pension Party,
PP1888,iXDemocracy,
PP1888,iXDemocracy,"Create, elect and control your politicians | Creu, ethol a rheoli eich gwleidyddion"
PP2728,Digital Democracy,
PP2728,Digital Democracy,How would you change the world?
PP6403,St. Neots Independent Group,
PP6403,St. Neots Independent Group,Putting St Neots Residents First
PP6403,St. Neots Independent Group,"Thinking Independently, Vote Independent"
PP6403,St. Neots Independent Group,St Neots Independent Group candidate
PP6403,St. Neots Independent Group,Your Village my Priority
PP6403,St. Neots Independent Group,Your Community my priority
PP6403,St. Neots Independent Group,Our community my Priority
PP25,Newham Independents Association,
PP70,Democratic Unionist Party - D.U.P.,
PP99,Natural Law Party Northern Ireland,
PP102,Scottish National Party (SNP),
PP102,Scottish National Party (SNP),Giving Scotland a Voice in Europe
PP102,Scottish National Party (SNP),Scotland's Team in Europe
PP102,Scottish National Party (SNP),Strong Voice for Scotland in Europe
PP102,Scottish National Party (SNP),Scottish National Party (Leader – Nicola Sturgeon)
PP102,Scottish National Party (SNP),Nicola Sturgeon for First Minister
PP102,Scottish National Party (SNP),Nicola for First Minister
PP102,Scottish National Party (SNP),Scottish National Party – Stronger for Scotland
PP107,United Kingdom Unionist Party U.K.U.P.,
PPm114,The Doncaster First Party,
PP661,Tendring First,
PP673,Independents of North Yorkshire,
PP673,Independents of North Yorkshire,Independent (Save Scarborough General Hospital)
PP673,Independents of North Yorkshire,Independents of Richmondshire
PP673,Independents of North Yorkshire,Independents of Craven
PP673,Independents of North Yorkshire,Independents of Selby District
PP673,Independents of North Yorkshire,Independents of Harrogate Borough & District
PP673,Independents of North Yorkshire,Independents of Scarborough Borough & District
PP673,Independents of North Yorkshire,Independents of Hambleton
PP673,Independents of North Yorkshire,Independents of Ryedale
PP673,Independents of North Yorkshire,Independents of the Yorkshire Dales
PP673,Independents of North Yorkshire,Independent (Save Harrogate District Hospital)
PP673,Independents of North Yorkshire,Independents of the Upper Dales
PP673,Independents of North Yorkshire,Independent (Save the Friarage Hospital)
PP678,Senate Party,
PP680,Traditional Unionist Voice - TUV,
PP1831,Perth Independent Candidates Party,
PP1831,Perth Independent Candidates Party,A party for  independent minded persons
PP2688,The Sustainable Population Party,
PP3960,British National Party,
PP3960,British National Party,British Jobs for British Workers
PP3960,British National Party,British National Party Local People First
PP3960,British National Party,Fighting Unsustainable Housing Because We Care
PP3960,British National Party,People like you - Voting BNP
PP3960,British National Party,Because we can make Britain Better
PP3960,British National Party,With Adam Walker
PP3960,British National Party,Because we can make Scotland Better
PP3960,British National Party,Because we can make Wales better
PP3960,British National Party,British National Party - Plaid Genedlaethol Brydeinig
PP3960,British National Party,Because the English have rights too
PP3960,British National Party,At the heart of our community
PP353,The New Party,
PP846,People's Administration,
PP1720,Independents in Hyndburn,
PP1720,Independents in Hyndburn,Great Harwood Independents
PP1720,Independents in Hyndburn,Clayton Le Moors Independents
PP1720,Independents in Hyndburn,Huncoat Independents
PP1720,Independents in Hyndburn,Baxenden Independents
PP1720,Independents in Hyndburn,Altham Independents
PP1720,Independents in Hyndburn,Oswaldtwistle Independents
PP1720,Independents in Hyndburn,Rishton Independents
PP1720,Independents in Hyndburn,Independents in Hyndburn
PP2095,Jubilee Party,
PP2095,Jubilee Party,Economic restructuring and currency stockpiling control
PP2723,The Awakened Nation,
PP2723,The Awakened Nation,The Truth Hurts - The Truth Heals
PP2824,Baker Street: No Two Ways,
PP2824,Baker Street: No Two Ways,Stop Baker Street Two-Way Scheme
PP6,Cymru Rydd,
PP171,Church of the Militant Elvis Party,
PP171,Church of the Militant Elvis Party,Militant Elvis Anti-Tesco Popular Front
PP203,South Tyneside Progressives,
PP210,21st Century Conservative Democrats,
PP215,Wales for the Welsh,
PP227,English Pan-Nationalist Alliance,
PP234,Kirkby Labour Alliance Party,
PP239,Norwich Over The Water,
PP253,Independent Britwellian Residents,
PP440,Yarm Independent Association,
PP712,Proletarian,
PP736,United Kingdom First,
PP743,Libertas NI,
PP755,TODOS,
PP767,Put an Honest Man into Parliament,
PP767,Put an Honest Man into Parliament,Put an Honest Man into Parliament
PP767,Put an Honest Man into Parliament,Put an Honest Woman into Parliament
PP170,The Truth Party,
PP740,Sunderland First,
PP740,Sunderland First,Sunderland First
PP752,easyVote,
PP790,A Vote Against MP Expense Abuse,
PP2045,Left Unity,
PP2045,Left Unity,fighting racism and war
PP2045,Left Unity,build hospitals and schools
PP2045,Left Unity,for equality and no to discrimination
PP2045,Left Unity,Left Unity Party
PP2045,Left Unity,Left Party
PP2045,Left Unity,Free and inclusive education for All
PP2045,Left Unity,"socialist, feminist, environmentalist"
PP2045,Left Unity,jobs not bombs
PP2045,Left Unity,Doing politics differently
PP2045,Left Unity,for a socialist Europe
PP2045,Left Unity,Left Unity - Trade Unionists and Socialists (Joint Descriptions with Trade Unionists and Socialists Coalition)
PP2641,Give Me Back Elmo,
PP2641,Give Me Back Elmo,Vote for Family this time
PP2641,Give Me Back Elmo,"Hold on Girls, Justice is coming"
PP2641,Give Me Back Elmo,"Stop emotional child abuse, Vote Elmo"
PP2641,Give Me Back Elmo,Equal rights for Fathers
PP75,The Walton Society,
PP291,Ashford Independent,
PP296,Thornaby Independent Association,
PP330,Am Partaidh Dhuthchail - The Rural Party,
PP335,Organisation of Free Democrats,
PP342,The Republican Party,
PP347,"Public Services, Not War Party",
PP354,Truly Independent English Party,
PP359,Single Issues Party,
PP445,Vote For A Change,
PP452,Get Britain Back Party,
PP457,Billingham Independents Association,
PP464,Firefly,
PP469,CH.A.N.G.E.,
PP471,People of Horsham First Party,
PP476,Xtraordinary People Party,
PP1855,Glasgow First,
PP707,Democratic Nationalists,
PP841,True Turquoise,
PP841,True Turquoise,"True reform, Freedom, democracy and justice"
PP1915,The Taxpayers Party,
PP1915,The Taxpayers Party,Putting taxpayers first
PP1915,The Taxpayers Party,Working for British taxpayers
PP1915,The Taxpayers Party,Fighting waste and corruption
PP2355,Deep Earth Ecosphere Preservation Alliance,
PP2533,2015 Constitutionalists UK,
PP2533,2015 Constitutionalists UK,UK Constitutional Reform Movement
PP2879,Reset Party,
PP145,Marxist Party,
PPm208,Iranian Civil Rights Committee,
PP311,Broadstairs Says Stop The War,
PP361,Residents' Association of London,
PP361,Residents' Association of London,Residents' Association of London Official Candidate
PP373,The Ormskirk Party,
PP378,The Peoples Party For Better Government,
PP380,Party for True Democracy,
PP385,Europe First,
PP392,"Christian Party ""Proclaiming Christ's Lordship""",
PP392,"Christian Party ""Proclaiming Christ's Lordship""",Scottish Christian Party
PP392,"Christian Party ""Proclaiming Christ's Lordship""","Scottish Christian Party ""Proclaiming Christ's Lordship"""
PP392,"Christian Party ""Proclaiming Christ's Lordship""",The Scottish Christian Party
PP392,"Christian Party ""Proclaiming Christ's Lordship""",Christian Party (Scotland)
PP392,"Christian Party ""Proclaiming Christ's Lordship""",Christian Party (Wales) | Plaid Gristnogol (Cymru)
PP392,"Christian Party ""Proclaiming Christ's Lordship""",Christian Party
PP392,"Christian Party ""Proclaiming Christ's Lordship""",The Christian Party
PP392,"Christian Party ""Proclaiming Christ's Lordship""",The Christian Party - CPA
PP392,"Christian Party ""Proclaiming Christ's Lordship""",Christian Peoples Alliance and Christian Party (Joint Description with Christian Peoples Alliance)
PP392,"Christian Party ""Proclaiming Christ's Lordship""",The Christian Party Christian Peoples Alliance (Joint Description with Christian Peoples Alliance)
PP392,"Christian Party ""Proclaiming Christ's Lordship""","Alliance for Democracy (Joint Description with English Democrats Party, and Jury Team)"
PP392,"Christian Party ""Proclaiming Christ's Lordship""","Christian Party (Wales) ""Proclaiming Christ's Lordship"" | Plaid Gristionogol Cymru ""Datgan Arglwyddiaeth Crist"""
PP392,"Christian Party ""Proclaiming Christ's Lordship""",Christians Together
PP392,"Christian Party ""Proclaiming Christ's Lordship""",Scottish Christian Party – Christians Together
PP392,"Christian Party ""Proclaiming Christ's Lordship""",Christians Together – Scottish Christian Party
PP400,British First Party,
PPm6359,Ideal Bradford,
PPm6359,Ideal Bradford,Seeking an Ideal Bradford
PPm6359,Ideal Bradford,Working together for an ideal Bradford
PPm6359,Ideal Bradford,Working together to make Bradford ideal
PPm6359,Ideal Bradford,Local democracy that works for Bradford
PP483,Glasnost Party,
PP490,The Dungeons Death And Taxes Party,
PP875,Social Governance,
PP875,Social Governance,"Honest Integrity, Determined Openmindedness"
PP875,Social Governance,"Look, Listen, Learn"
PP875,Social Governance,Redefining the 'Great' of Britain
PP2012,Reform,
PP2012,Reform,A Firmer Footing
PP524,Victory United Party,
PP579,Teignmouth Alliance of Independents,
PP663,Friends of The Lewes Arms,
PP682,Smokers U.K.,
PP1946,Campaign to Stop Politicians Running Policing,
PP1946,Campaign to Stop Politicians Running Policing,Campaign Against Politicised Policing
PP1946,Campaign to Stop Politicians Running Policing,Putting Lincolnshire's Needs First
PP1946,Campaign to Stop Politicians Running Policing,Standing up for Lincolnshire
PP1946,Campaign to Stop Politicians Running Policing,Lincolnshire Solutions for Lincolnshire People
PP1946,Campaign to Stop Politicians Running Policing,The only truly Independent Candidate
PP2064,The Independent Socialist Party,
PP2064,The Independent Socialist Party,The Independent Socialist Party
PP4034,The Republic Party,
PP68,The Democratic Party,
PP169,The Extinction Club,
PP328,Liverpool Labour Community Party,
PP405,The Congressional Party,
PP412,Local Freedom For Islington Residents Party,
PP424,Veritas,
PP431,British Public Party,
PP436,Citizens Democracy Party,
PP443,Motorcycle News Party,
PP450,Ashfield Independents,
PP462,For Integrity And Trust In Government,
PP474,The Caleb Party,
PP479,Centreground Party,
PP481,Movement for Active Democracy (M.A.D.),
PP481,Movement for Active Democracy (M.A.D.),Empowering you to shape your world
PP481,Movement for Active Democracy (M.A.D.),Empowering people to save our planet
PP481,Movement for Active Democracy (M.A.D.),Empowering people to control the government
PP481,Movement for Active Democracy (M.A.D.),Taking control of our own destiny
PP481,Movement for Active Democracy (M.A.D.),"Vote for yourself, end this anarchy"
PP481,Movement for Active Democracy (M.A.D.),"End this anarchy, vote for yourself"
PP481,Movement for Active Democracy (M.A.D.),Empowering you to end this anarchy
PP481,Movement for Active Democracy (M.A.D.),"Elections are farcical, end this nonsense"
PP481,Movement for Active Democracy (M.A.D.),Movement for Active Democracy
PP486,Passion For Property,
PP498,The Non Political Party,
PP501,Senior Values,
PP565,Traditional Democrats,
PP726,Individual Capitalist Party,
PP1718,Binfield Independent Conservatives,
PP1718,Binfield Independent Conservatives,An independent voice defending peoples rights
PP2487,Independents at Mendip,
PP2805,UK Dance Party,
PP133,"The Peace Party - Non-violence, Justice, Environment",
PP138,Nork Residents' Association,
PP138,Nork Residents' Association,Nork & Tattenhams Residents' Associations (joint description with Tattenhams' Residents' Association)
PP140,Port Talbot Residents Association,
PP152,National Ecological Welfare Political Party,
PP157,Justice Party,
PP164,The Community Group,
PP176,The Renaissance Independent Party of Europe,
PP188,Fancy Dress Party,
PP195,English Parliamentary Party,
PP241,Save Arthur Simpson Library,
PP260,Mayor 4 Stoke,
PP265,Richmondshire Independents,
PP265,Richmondshire Independents,Richmondshire Independents
PP272,Abolish The Assembly,
PP277,Caerphilly Constituency Independents,
PP506,Emergent Party,
PP887,One England,
PP887,One England,"One England - Local issues, Local people"
PP887,One England,"Your vote, Your voice, Your England"
PP887,One England,English taxes spent on English services
PP887,One England,One England for English Democracy
PP887,One England,One England for England's independence now
PP887,One England,One England - Not nine EU regions
PP887,One England,One England with one independent Parliament
PP887,One England,For freedom from EU control
PP887,One England,England's money for England's people
PP887,One England,You can make the difference
PP887,One England,One England with one future
PP887,One England,"Whatever your colour, sexuality, religion, sex"
PP2120,Yorkshire First,
PP2120,Yorkshire First,A voice for the region
PP2120,Yorkshire First,A voice for people not parties
PP2120,Yorkshire First,People before business and party politics
PP2144,The Money Free Party,
PP1871,The Realists' Party,
PP1871,The Realists' Party,Guides you to your goal
PP2071,Protestant Coalition,
PP2071,Protestant Coalition,Defending the Flag
PP2071,Protestant Coalition,Ulster is British
PP2071,Protestant Coalition,We Shall Maintain
PP2071,Protestant Coalition,No Surrender
PP2071,Protestant Coalition,No Terrorists in Government
PP2071,Protestant Coalition,We are the People
PP2071,Protestant Coalition,Protestant Unionist Loyalist
PP2071,Protestant Coalition,Flag Protests
PP2071,Protestant Coalition,Protestants Before Politics
PP2071,Protestant Coalition,God & Ulster
PP2071,Protestant Coalition,Defending the Union
PP119,Co-operative Party,
PP119,Co-operative Party,Labour and Co-operative Party (Joint Description with Labour Party) | Llafur a’r Blaid Gydweithredol
PP119,Co-operative Party,The Co-operative Party
PP119,Co-operative Party,Co-operative Party
PP119,Co-operative Party,The Co-operative Party Candidate
PP119,Co-operative Party,Co-operative Party Candidate
PP119,Co-operative Party,The Scottish Co-operative Party
PP119,Co-operative Party,Scottish Co-operative Party
PP119,Co-operative Party,Scottish Co-operative Party Candidate
PP119,Co-operative Party,The Scottish Co-operative Party Candidate
PP119,Co-operative Party,Welsh Co-operative Party
PP119,Co-operative Party,The Welsh Co-operative Party
PP119,Co-operative Party,Welsh Co-operative Party Candidate
PPm284,Hadley & Leegomery Residents Association,
PP289,Calverton First Independents Party,
PP304,Trinity,
PP316,Aylesbury Resident's Action Party,
PP513,Money Reform Party,
PP518,Stop Congestion Charging Party,
PP518,Stop Congestion Charging Party,The Stop Congesting Charging Party
PP518,Stop Congestion Charging Party,Stop The Charge
PP518,Stop Congestion Charging Party,Abolish The Charge
PP518,Stop Congestion Charging Party,Abolish Congestion Charging
PP518,Stop Congestion Charging Party,Stop Congestion Charging
PP518,Stop Congestion Charging Party,No Congestion Charging
PP518,Stop Congestion Charging Party,Stop The Congestion Charge
PP518,Stop Congestion Charging Party,Abolish The Congestion Charge
PP518,Stop Congestion Charging Party,No To Congestion Charging
PP520,BPP - Putting Britons First,
PP525,Populist Alliance,
PP532,Mums' Army,
PP537,Save Chase Farm,
PP544,Telford and Wrekin People's Association,
PP549,Space Navies Party,
PP549,Space Navies Party,We Want The Future Now
PP549,Space Navies Party,Vote For The Future
PP549,Space Navies Party,Equality and Prosperity For All
PP549,Space Navies Party,Peace and Prosperity For All
PP549,Space Navies Party,Vote To Save The World
PP549,Space Navies Party,Vote For Freedom
PP549,Space Navies Party,We Are The Future
PP549,Space Navies Party,We Want You To Live
PP549,Space Navies Party,We Want Everyone To Be Rich
PP549,Space Navies Party,Vote For The Space Navies
PP549,Space Navies Party,The Space Navies Is For All
PP563,English Awareness Party,
PP568,The Seagulls Party,
PP582,The Blah Party,
PPm6366,The Haswells Community Party,
PP2226,The Free Energy Party UK,
PP2482,UK Meritocracy Party,
PP2482,UK Meritocracy Party,Equal Opportunity for Every Child
PP2482,UK Meritocracy Party,Bringing Out the Best
PP3954,Take Back the City,
PP190,Muslim Party,
PP258,English National Party,
PP366,The Civilisation Party,
PP429,1st Action Party,
PP467,Removal Of Tetramasts In Cornwall,
PP556,Medway Independent Party,
PP619,Fresh,
PP633,Socialist Equality Party,
PP633,Socialist Equality Party,British Section of the Fourth International
PP633,Socialist Equality Party,International Committee of the Fourth International
PP633,Socialist Equality Party,"Your future, your fight!"
PP633,Socialist Equality Party,Join the fight for social equality!
PP633,Socialist Equality Party,For socialism. Against austerity and war.
PP638,Staffordshire Independent Group,
PP640,Cumbernauld Independent Councillors Alliance,
PP640,Cumbernauld Independent Councillors Alliance,"Cumbernauld Independent Councillors Alliance - ""Cumbernauld First"""
PP652,Llantwit First Independents,
PP664,Horbury Independent Political Party,
PP676,Independents Party of Dover District,
PP683,Independents to Save Queen Mary's Hospital,
PP690,Progressive Action Party,
PP695,Left List,
PP695,Left List,The Left Party
PP695,Left List,Left Alternative
PP710,True Democracy Party,
PP6405,Llantwit First Independents,
PP1975,New Democracy,
PP1975,New Democracy,"Freedom, fairness, justice."
PP2245,Scottish Libertarian Party,
PP4039,Werrington First,
PP4039,Werrington First,Werrington First Independent
PP4039,Werrington First,Werrington First Independents
PP4053,Jammu Kashmir National Awami Party UK,
PP417,Bromsgrove Independent Group,
PP551,Vision and Voice,
PP575,Vote Liberty Vote Freedom,
PP607,New Nationalist Party,
PP688,Grassroots Democracy Party,
PP708,The Liverpool Independent Party,
PP708,The Liverpool Independent Party,Liverpool Independent Party - Representing Local people
PP715,The Popular Voice Party,
PP727,Kingdom of God Christ's Ambassadors,
PP734,Your Decision,
PP734,Your Decision,Your Decision
PP734,Your Decision,Your Decision Devon County Councillor Candidate
PP734,Your Decision,Your Decision County Councillor Candidate
PP734,Your Decision,People must decide not the politicians
PP734,Your Decision,Because street lights must stay on
PP734,Your Decision,The street lights must stay on
PP734,Your Decision,Your Decision for street lights on
PP734,Your Decision,Your Decision because people must decide
PP734,Your Decision,Your Decision to keep lights on
PP734,Your Decision,Your Decision lights on or off
PP739,NOTA,
PP741,The Unity Party,
PP746,Jury Team,
PP746,Jury Team,Jury Team
PP746,Jury Team,The Jury Team
PP746,Jury Team,Jury Team Party
PP746,Jury Team,The Jury Team Party
PP746,Jury Team,Jury Team Independents
PP746,Jury Team,Politics without Parties
PP746,Jury Team,Politics with Principles
PP746,Jury Team,Politics for the People
PP746,Jury Team,"Democracy, Accountability, Transparency"
PP746,Jury Team,Democracy 2.0
PP746,Jury Team,Backing Independent Candidates
PP746,Jury Team,"Alliance for Democracy (Joint Description with Christian Party ""Proclaiming Christ's Lordship"", and English Democrats Party)"
PP753,Hands Off Tamworth's Schools,
PP753,Hands Off Tamworth's Schools,HANDS OFF TAMWORTH SCHOOLS
PP753,Hands Off Tamworth's Schools,HANDS OFF TAMWORTH SIXTH FORMS
PP753,Hands Off Tamworth's Schools,HANDS OFF TAMWORTH SCHOOLS - NO ACADEMIES
PP753,Hands Off Tamworth's Schools,SAVE OUR SIXTH FORM
PP753,Hands Off Tamworth's Schools,SAVE WOODHOUSE SCHOOL - NO ACADEMY
PP753,Hands Off Tamworth's Schools,SAVE BELGRAVE SIXTH FORM
PP753,Hands Off Tamworth's Schools,SAVE WILNECOTE SIXTH FORM
PP753,Hands Off Tamworth's Schools,SAVE RAWLETT SIXTH FORM
PP753,Hands Off Tamworth's Schools,SAVE OUR SIXTH FORMS - NO ACADEMIES
PP753,Hands Off Tamworth's Schools,HANDS OFF TAMWORTH SCHOOLS - AGAINST ACADEMIES
PP753,Hands Off Tamworth's Schools,AGAINST THE SIXTH FORM ACADEMY
PP758,British Jobs First,
PP758,British Jobs First,British Jobs First
PP760,Wigan Independents,
PP760,Wigan Independents,Wigan Independent Party
PP760,Wigan Independents,Wigan Independent Conservatives
PP760,Wigan Independents,Shevington Independents
PP760,Wigan Independents,Standish Independents
PP760,Wigan Independents,Orrell Independents
PP760,Wigan Independents,Bryn Independents
PP760,Wigan Independents,Ashton Independents
PP760,Wigan Independents,Hindley Independents
PP760,Wigan Independents,Leigh Independents
PP760,Wigan Independents,Lowton and Golborne Independents
PP760,Wigan Independents,Winstanley Independents
PP765,The Youth Party,
PP765,The Youth Party,For the future
PP772,Public Services Not Private Profit,
PP639,The Peoples Government,
PP159,"Fellowship Party - Peacemaking, Social Justice, Environmentalist",
PP222,Britwellian Group,
PP570,Ukpopdems - Popular Democrats,
PP669,Independent Health Coalition,
PP777,United People's Party,
PP784,Harold Wood Hill Park Residents Association,
PP789,Lewisham People Before Profit,
PP789,Lewisham People Before Profit,Lewisham People Before Profit
PP789,Lewisham People Before Profit,People Before Profit - Save Lewisham Hospital
PP789,Lewisham People Before Profit,People Before Profit - No Housing Sell-offs
PP789,Lewisham People Before Profit,People Before Profit
PP789,Lewisham People Before Profit,People Before Profit - Save London NHS
PP789,Lewisham People Before Profit,People Before Profit - No Rent Rise
PP789,Lewisham People Before Profit,London People Before Profit
PP789,Lewisham People Before Profit,Greenwich People Before Profit
PP789,Lewisham People Before Profit,People Before Profit - Jail Criminal Bankers
PP789,Lewisham People Before Profit,People Before Profit - No Cuts!
PP789,Lewisham People Before Profit,People Before Profit - No to Austerity
PP791,The Awesome Party,
PP791,The Awesome Party,A awesome party
PP791,The Awesome Party,1 awesome party
PP791,The Awesome Party,It's awesome baby
PP791,The Awesome Party,You are beautiful. You are awesome
PP791,The Awesome Party,You complete the awesomeness
PP791,The Awesome Party,You are awesome vote awesome
PP791,The Awesome Party,Make it awesome
PP791,The Awesome Party,The party of the awesome people
PP791,The Awesome Party,We inspire awe
PP791,The Awesome Party,Vote awesome
PP796,Selly Oak Democracy Party,
PP796,Selly Oak Democracy Party,Working Hard For Selly Oak
PP796,Selly Oak Democracy Party,Supporting The Selly Oak Community
PP796,Selly Oak Democracy Party,A Helping Hand
PP796,Selly Oak Democracy Party,The Voice For Selly Oak
PP796,Selly Oak Democracy Party,The Only Democratic Option
PP796,Selly Oak Democracy Party,Jobs Into Selly Oak
PP796,Selly Oak Democracy Party,Supporting Selly Oak's Heroes
PP796,Selly Oak Democracy Party,Selly Oak Deserves An Honest Voice
PP796,Selly Oak Democracy Party,"Listening To You, Working For You"
PP796,Selly Oak Democracy Party,Bringing Our Community Together
PP796,Selly Oak Democracy Party,"Selly Oak, It's Time"
PP804,Trade Unionist and Socialist Coalition,
PP804,Trade Unionist and Socialist Coalition,Trade Unionist and Socialist Coalition
PP804,Trade Unionist and Socialist Coalition,Trade Unionist and Socialist Candidate
PP804,Trade Unionist and Socialist Coalition,Scottish Trade Unionist and Socialist Coalition
PP804,Trade Unionist and Socialist Coalition,Welsh Trade Unionist and Socialist Coalition
PP804,Trade Unionist and Socialist Coalition,Carlisle Socialist and Trade Union Candidate
PP804,Trade Unionist and Socialist Coalition,Trade Unionists and Socialists Against Cuts
PP804,Trade Unionist and Socialist Coalition,Preston Independent Socialists Against the Cuts
PP804,Trade Unionist and Socialist Coalition,Scottish Anti-Cuts Coalition
PP804,Trade Unionist and Socialist Coalition,Leicester Independent Councillors Against Cuts
PP804,Trade Unionist and Socialist Coalition,Left Unity - Trade Unionists and Socialists (Joint Description with Left Unity)
PP804,Trade Unionist and Socialist Coalition,Walsall Socialist and Trade Union Candidate
PP804,Trade Unionist and Socialist Coalition,Dundee Against Cuts – TUSC
PP809,Scottish Unionist Party,
PP809,Scottish Unionist Party,"Scottish Unionists, Proudly Scottish, Proudly British"
PP809,Scottish Unionist Party,"Scottish Unionist Party, British and Proud"
PP809,Scottish Unionist Party,"Scottish Unionist Party, United We Stand"
PP809,Scottish Unionist Party,"Scottish Unionist Party, Stronger United"
PP809,Scottish Unionist Party,Scottish Unionists
PP809,Scottish Unionist Party,Proud Scottish Unionists
PP809,Scottish Unionist Party,The Only Scottish Unionist Party
PP809,Scottish Unionist Party,The Only Scottish and Unionist Party
PP809,Scottish Unionist Party,Proud to Be Scottish and British
PP809,Scottish Unionist Party,Proudly Scottish and British
PP809,Scottish Unionist Party,Scottish Unionist
PP809,Scottish Unionist Party,"Proudly Scottish, Proudly British"
PP811,INDEPENDENT Leave-the-EU Alliance,
PP811,INDEPENDENT Leave-the-EU Alliance,INDEPENDENTLeave-the-EU Alliance
PP811,INDEPENDENT Leave-the-EU Alliance,Leave-the-EU Alliance
